,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_type,Vehicle_type,Temperature,Humidity,Weather,Traffic,Distance (km),Target
8294,B9EF,RANCHIRES010DEL02,30.0,4.3,23.354422,85.3329,23.434422,85.4129,Snack ,electric_scooter ,20.15,83.0,mist,Moderate,14.12,35.18333333
8295,B3A,CHENRES18DEL01,38.0,4.8,12.981615,80.231598,12.991615,80.241598,Drinks ,scooter ,28.53,81.0,mist,Very Low,2.61,21.21666667
8296,5586,COIMBRES19DEL03,31.0,4.7,11.022298,76.998349,11.052298,77.028349,Drinks ,electric_scooter ,25.86,73.0,haze,Low,7.51,28.96666667
8297,6529,MYSRES12DEL01,39.0,4.8,12.284747,76.625861,12.354747,76.695861,Buffet ,scooter ,20.61,67.0,clear sky,High,16.64,42.55
8298,3C38,BANGRES07DEL01,34.0,4.9,12.978453,77.643685,13.018453,77.683685,Snack ,electric_scooter ,22.74,73.0,haze,Moderate,8.06,28.23333333
8299,25B5,SURRES010DEL02,29.0,4.6,21.17106,72.789292,21.25106,72.869292,Buffet ,electric_scooter ,24.94,43.0,clear sky,High,14.52,33.91666667
8300,70B9,HYDRES20DEL03,22.0,4.6,17.483216,78.552111,17.573216,78.642111,Drinks ,motorcycle ,22.68,63.0,overcast clouds,High,17.33,57.05
8301,B18D,PUNERES02DEL03,28.0,4.9,18.55144,73.804855,18.64144,73.894855,Drinks ,motorcycle ,22.89,48.0,clear sky,Very High,20.02,56.45
8302,497B,HYDRES16DEL01,36.0,4.2,17.440827,78.393391,17.510827,78.463391,Snack ,scooter ,22.84,60.0,haze,High,15.81,42.93333333
8303,21C4,PUNERES20DEL01,34.0,4.1,18.592718,73.773572,18.662718,73.843572,Buffet ,electric_scooter ,22.68,49.0,clear sky,Moderate,12.79,30.25
8304,A604,COIMBRES010DEL03,34.0,4.5,11.003008,76.97544,11.033008,77.00544,Snack ,scooter ,25.9,73.0,haze,Low,6.39,22.53333333
8305,A6C5,PUNERES19DEL01,22.0,4.9,18.563934,73.915367,18.673935,74.025367,Drinks ,motorcycle ,23.47,47.0,clear sky,Very High,25.16,64.55
8306,A297,BANGRES03DEL03,36.0,4.1,12.979166,77.640709,13.069166,77.730709,Drinks ,scooter ,22.31,73.0,haze,High,18.4,48.41666667
8307,A7FD,MUMRES03DEL01,38.0,4.5,19.22384,72.841347,19.26384,72.881347,Snack ,scooter ,27.79,57.0,smoke,High,9.93,42.86666667
8308,672,RANCHIRES07DEL02,29.0,4.6,23.359407,85.325055,23.379407,85.345055,Buffet ,scooter ,20.08,83.0,mist,Low,3.87,22.6
8309,3ABE,INDORES02DEL03,32.0,3.6,22.651847,75.881991,22.741847,75.971991,Buffet ,scooter ,22.11,60.0,haze,Moderate,18.25,31.95
8310,B2A7,CHENRES14DEL03,26.0,4.7,13.026279,80.174568,13.116279,80.264568,Meal ,scooter ,28.28,82.0,mist,High,26.98,47.16666667
8311,9142,VADRES17DEL03,37.0,4.5,16.89756628544272,70.17459636928464,0.06,0.06,Snack ,electric_scooter ,26.33,82.0,light rain,High,13.4,33.36666667
8312,659F,RANCHIRES02DEL01,28.0,4.8,16.89756628544272,70.17459636928464,0.07,0.07,Snack ,scooter ,26.35,82.0,light rain,High,13.4,33.36666667
8313,A2EF,MUMRES01DEL01,31.0,4.2,19.12663,72.829976,19.16663,72.869976,Buffet ,motorcycle ,27.85,57.0,smoke,Moderate,11.18,32.93333333
8314,2224,COIMBRES02DEL01,21.0,4.8,11.022477,76.995667,11.062477,77.035667,Snack ,motorcycle ,25.96,73.0,haze,Low,8.08,22.11666667
8315,8D03,CHENRES16DEL03,24.0,4.2,13.049645,80.242268,13.139645,80.332268,Buffet ,scooter ,28.35,82.0,overcast clouds,Very High,23.73,61.95
8316,C448,ALHRES15DEL03,20.0,4.9,25.449872,81.836167,25.479872,81.866167,Drinks ,scooter ,25.64,43.0,clear sky,Low,6.11,26.46666667
8317,DC86,KNPRES13DEL02,36.0,4.8,26.481547,80.299775,26.531547,80.349775,Buffet ,scooter ,25.66,42.0,clear sky,Moderate,10.63,25.61666667
8318,6167,PUNERES06DEL01,21.0,4.4,18.546258,73.904337,18.616258,73.974337,Snack ,motorcycle ,23.09,48.0,clear sky,Very High,16.78,50.53333333
8319,34FA,JAPRES07DEL03,28.0,4.6,26.766536,75.837333,26.856536,75.927333,Meal ,motorcycle ,24.21,46.0,haze,High,28.86,32.53333333
8320,C64C,KNPRES06DEL01,36.0,4.8,16.89756628544272,70.17459636928464,0.11,0.11,Snack ,motorcycle ,26.44,81.0,light rain,High,13.4,33.36666667
8321,C61E,KOLRES08DEL01,24.0,4.8,22.53796,88.349843,22.57796,88.389843,Snack ,motorcycle ,27.99,65.0,haze,Moderate,14.31,29.7
8322,C581,KOLRES15DEL01,20.0,4.8,22.552672,88.352885,22.562672,88.362885,Drinks ,scooter ,27.97,65.0,haze,Very Low,4.36,19.88333333
8323,59A4,JAPRES18DEL03,39.0,4.8,26.913987,75.752891,26.943987,75.782891,Meal ,scooter ,23.61,46.0,haze,Low,8.25,19.95
8324,30BC,CHENRES18DEL03,21.0,4.6,12.981615,80.231598,13.071615,80.321598,Buffet ,scooter ,28.44,82.0,mist,High,19.1,48.9
8325,106F,JAPRES16DEL02,29.0,4.6,26.849596,75.800512,26.929596,75.880512,Drinks ,motorcycle ,23.54,46.0,haze,High,18.11,47.78333333
8326,A801,INDORES010DEL01,22.0,4.7,22.75004,75.902847,22.79004,75.942847,Drinks ,scooter ,22.14,60.0,haze,Low,9.11,29.68333333
8327,BFDC,DEHRES010DEL03,35.0,4.9,30.328174,78.049117,30.358174,78.079117,Drinks ,motorcycle ,17.44,76.0,clear sky,Low,5.57,24.1
8328,4D2,VADRES19DEL03,29.0,4.6,-22.311844,-73.165081,22.401844,73.255081,Buffet ,bicycle ,23.97,64.0,haze,High,13.4,37.54709318489604
8329,D69A,KOCRES12DEL02,20.0,4.1,9.988483,76.295211,10.008483,76.315211,Meal ,motorcycle ,25.48,83.0,clear sky,Low,4.66,12.51666667
8330,3C78,BANGRES20DEL02,36.0,4.8,12.972161,77.596014,13.022161,77.646014,Meal ,motorcycle ,22.76,72.0,haze,High,9.54,34.55
8331,D782,ALHRES03DEL03,28.0,4.6,25.451517,81.832616,25.541517,81.922616,Meal ,motorcycle ,25.19,43.0,clear sky,High,16.66,36.71666667
8332,1F40,BANGRES06DEL02,35.0,4.4,12.979096,77.640625,13.109096,77.770625,Meal ,motorcycle ,22.1,73.0,haze,High,24.1,45.76666667
8333,38FD,RANCHIRES14DEL01,21.0,4.1,16.89756628544272,70.17459636928464,0.07,0.07,Snack ,motorcycle ,26.35,82.0,light rain,High,13.4,33.36666667
8334,9.00E+08,RANCHIRES09DEL01,39.0,4.6,23.351058,85.325731,23.361058,85.335731,Drinks ,motorcycle ,20.08,83.0,mist,Very Low,2.58,22.46666667
8335,31CA,CHENRES08DEL02,35.0,4.4,13.022394,80.242439,13.042394,80.262439,Buffet ,motorcycle ,28.39,81.0,mist,Low,3.77,16.43333333
8336,C94F,AGRRES03DEL01,23.0,4.4,27.160832,78.011608,27.200832,78.051608,Buffet ,motorcycle ,25.97,37.0,clear sky,Moderate,8.95,26.61666667
8337,4687,JAPRES17DEL03,25.0,4.5,26.892312,75.806896,26.982312,75.896896,Buffet ,motorcycle ,23.97,46.0,haze,High,17.01,42.43333333
8338,B2C7,MYSRES15DEL03,37.0,4.6,12.352058,76.60665,12.442058,76.69665,Snack ,scooter ,20.64,67.0,clear sky,Moderate,19.45,33.68333333
8339,7F08,HYDRES14DEL01,25.0,4.3,17.426228,78.407495,17.536228,78.517495,Snack ,electric_scooter ,22.6,60.0,haze,Very High,22.59,53.53333333
8340,414,HYDRES08DEL02,29.0,4.6,-17.438263,-78.397865,17.568263,78.527865,Snack ,motorcycle ,22.59,60.0,haze,High,13.4,37.551062641834925
8341,316B,VADRES07DEL01,22.0,4.8,16.89756628544272,70.17459636928464,0.11,0.11,Meal ,motorcycle ,26.44,81.0,light rain,High,13.4,33.36666667
8342,4.00E+09,CHENRES13DEL01,29.0,4.6,13.027018,80.254791,13.097018,80.324791,Meal ,electric_scooter ,28.39,82.0,overcast clouds,Very High,18.65,59.7
8343,7AAA,HYDRES11DEL03,38.0,4.9,17.430448,78.418213,17.460448,78.448213,Drinks ,motorcycle ,22.95,60.0,haze,Moderate,8.47,34.21666667
8344,BC72,SURRES11DEL01,20.0,4.8,21.157735,72.768778,21.227735,72.838778,Drinks ,motorcycle ,24.92,73.0,mist,Moderate,12.5,39.91666667
8345,FCD,MUMRES07DEL03,32.0,4.5,19.091458,72.827808,19.121458,72.857808,Drinks ,scooter ,27.86,57.0,smoke,Moderate,7.71,40.01666667
8346,B271,COIMBRES11DEL03,29.0,4.7,11.001753,76.986241,11.091753,77.076241,Snack ,electric_scooter ,25.94,73.0,haze,High,17.97,39.06666667
8347,2C7D,MUMRES02DEL02,25.0,4.5,19.221315,72.862381,19.241315,72.882381,Buffet ,motorcycle ,27.29,57.0,smoke,Low,4.36,20.88333333
8348,6F73,HYDRES05DEL02,25.0,4.7,17.433809,78.386744,17.453809,78.406744,Drinks ,motorcycle ,22.82,60.0,haze,Low,4.71,28.61666667
8349,C75E,KOCRES07DEL02,35.0,5.0,9.985697,76.281128,10.115697,76.411128,Buffet ,motorcycle ,24.24,91.0,scattered clouds,Very High,32.22,56.1
8350,32C2,MUMRES16DEL02,29.0,4.6,19.120083,72.907385,19.250083,73.037385,Drinks ,motorcycle ,27.99,49.0,clear sky,Very High,26.81,59.11666667
8351,CB7F,AGRRES18DEL01,35.0,4.9,27.161694,78.034714,27.231694,78.104714,Snack ,scooter ,25.84,37.0,clear sky,Moderate,20.37,34.28333333
8352,765F,BANGRES010DEL03,25.0,4.9,12.933298,77.614293,12.993298,77.674293,Buffet ,scooter ,23.13,72.0,haze,High,16.38,43.55
8353,ADF6,RANCHIRES11DEL03,38.0,4.7,23.359194,85.325447,23.389194,85.355447,Meal ,scooter ,20.08,83.0,mist,Moderate,7.34,25.28333333
8354,D12B,AGRRES13DEL03,20.0,4.6,27.159795,78.04299,27.249795,78.13299,Buffet ,motorcycle ,25.53,38.0,clear sky,High,22.61,40.38333333
8355,819A,PUNERES06DEL01,29.0,4.7,18.546258,73.904337,18.656258,74.014337,Meal ,motorcycle ,23.58,47.0,clear sky,High,22.85,43.58333333
8356,AF84,PUNERES11DEL02,21.0,4.9,18.533811,73.899315,18.553811,73.919315,Meal ,electric_scooter ,23.02,48.0,clear sky,Low,7.86,18.33333333
8357,5FC2,PUNERES07DEL01,26.0,4.6,18.546947,73.900626,18.586947,73.940626,Snack ,scooter ,22.96,48.0,clear sky,Moderate,10.05,30.3
8358,89D7,RANCHIRES14DEL03,38.0,4.9,16.89756628544272,70.17459636928464,0.06,0.06,Drinks ,electric_scooter ,26.33,82.0,light rain,High,13.4,33.36666667
8359,9A1B,COIMBRES03DEL01,36.0,5.0,11.025083,77.015393,11.095083,77.085393,Drinks ,motorcycle ,25.99,73.0,haze,Moderate,13.92,39.25
8360,D0E2,KOLRES11DEL02,29.0,4.6,22.577821,88.400581,22.627821,88.450581,Drinks ,scooter ,28.0,65.0,haze,Moderate,10.29,36.03333333
8361,B7B,CHENRES07DEL03,25.0,4.0,13.081878,80.248519,13.171878,80.338519,Snack ,electric_scooter ,28.34,82.0,overcast clouds,Very High,22.26,65.36666667
8362,1474,VADRES11DEL03,30.0,4.6,22.308096,73.167753,22.338096,73.197753,Buffet ,motorcycle ,24.0,64.0,haze,Low,7.37,17.7
8363,1338,JAPRES18DEL03,28.0,4.6,26.913987,75.752891,27.003987,75.842891,Buffet ,scooter ,23.56,27.0,clear sky,Very High,20.18,51.36666667
8364,CC48,LUDHRES14DEL03,21.0,4.9,30.892978,75.821847,31.032978,75.961847,Snack ,motorcycle ,23.37,39.0,clear sky,Very High,43.46,54.98333333
8365,CEFD,ALHRES14DEL03,23.0,4.3,25.459775,81.834841,25.519775,81.894841,Meal ,motorcycle ,25.48,43.0,clear sky,High,13.97,31.53333333
8366,D8C,CHENRES20DEL01,39.0,4.8,12.975996,80.221898,13.015996,80.261898,Snack ,scooter ,28.53,81.0,mist,Moderate,9.73,28.83333333
8367,962D,COIMBRES05DEL02,23.0,4.8,11.022169,76.999594,11.042169,77.019594,Meal ,scooter ,25.89,73.0,haze,Low,5.09,16.36666667
8368,CAD6,KNPRES04DEL01,25.0,4.8,26.471529,80.313458,26.511529,80.353458,Snack ,motorcycle ,25.71,42.0,clear sky,High,11.52,39.16666667
8369,5229,CHENRES03DEL03,37.0,5.0,13.091809,80.219104,13.151809,80.279104,Snack ,motorcycle ,28.25,82.0,overcast clouds,High,21.41,46.95
8370,AD68,MUMRES16DEL01,24.0,4.5,19.120083,72.907385,19.130083,72.917385,Snack ,scooter ,27.71,57.0,smoke,Very Low,3.3,19.53333333
8371,1D6B,VADRES15DEL03,37.0,4.8,16.89756628544272,70.17459636928464,0.06,0.06,Buffet ,electric_scooter ,26.33,82.0,light rain,High,13.4,33.36666667
8372,5E0B,INDORES02DEL02,26.0,4.8,22.651847,75.881991,22.731847,75.961991,Drinks ,scooter ,22.1,60.0,haze,Moderate,17.5,38.16666667
8373,79AC,CHENRES17DEL02,29.0,4.6,13.045479,80.23311,13.175479,80.36311,Buffet ,motorcycle ,28.35,86.0,overcast clouds,Very High,30.4,70.03333333
8374,C70,VADRES13DEL03,35.0,4.0,22.310237,73.158921,22.400237,73.248921,Buffet ,scooter ,23.96,64.0,haze,High,18.7,35.23333333
8375,1467,MUMRES15DEL02,20.0,4.6,19.176269,72.836721,19.196269,72.856721,Snack ,electric_scooter ,27.88,57.0,smoke,Low,4.64,26.28333333
8376,BCF3,COIMBRES09DEL03,39.0,4.4,11.008638,76.984311,11.068638,77.044311,Buffet ,scooter ,26.01,73.0,haze,Moderate,11.5,28.26666667
8377,C740,KNPRES09DEL02,28.0,5.0,26.473698,80.352677,26.493698,80.372677,Snack ,motorcycle ,25.68,42.0,clear sky,High,9.98,37.21666667
8378,4F46,JAPRES06DEL03,39.0,4.8,26.911927,75.797282,27.051927,75.937282,Meal ,scooter ,23.92,29.0,clear sky,Very High,28.52,51.66666667
8379,7669,MUMRES16DEL03,22.0,4.9,19.120083,72.907385,19.180083,72.967385,Drinks ,scooter ,27.99,57.0,smoke,Moderate,12.48,39.78333333
8380,C779,KOCRES07DEL03,21.0,4.6,9.985697,76.281128,10.075697,76.371128,Snack ,scooter ,24.59,88.0,few clouds,High,18.72,50.83333333
8381,3BD3,PUNERES19DEL02,32.0,4.8,18.563934,73.915367,18.613934,73.965367,Meal ,scooter ,23.09,48.0,clear sky,High,13.07,37.9
8382,895A,SURRES02DEL01,37.0,4.8,21.186608,72.794136,21.226608,72.834136,Drinks ,motorcycle ,24.94,73.0,mist,Low,6.97,29.05
8383,D9CF,KOCRES05DEL03,34.0,4.3,9.970717,76.285447,10.060717,76.375447,Drinks ,motorcycle ,24.8,87.0,few clouds,High,21.83,52.9
8384,68B8,BANGRES02DEL02,37.0,4.8,12.970221,77.645396,13.100221,77.775396,Buffet ,motorcycle ,22.15,73.0,haze,Very High,24.05,49.63333333
8385,7721,PUNERES13DEL03,37.0,4.9,18.56245,73.916619,18.59245,73.946619,Buffet ,motorcycle ,23.03,48.0,clear sky,Moderate,12.2,29.81666667
8386,85D0,BANGRES19DEL03,25.0,4.6,12.914264,77.6784,12.944264,77.7084,Snack ,scooter ,23.53,73.0,haze,Moderate,11.81,32.6
8387,4693,COIMBRES01DEL02,24.0,4.5,11.016298,76.972076,11.096298,77.052076,Snack ,scooter ,26.0,73.0,haze,High,16.98,43.81666667
8388,D401,BHPRES18DEL02,26.0,4.6,23.234631,77.401663,23.284631,77.451663,Drinks ,motorcycle ,22.46,42.0,clear sky,Moderate,13.78,39.65
8389,7114,MUMRES03DEL03,35.0,5.0,19.22384,72.841347,19.25384,72.871347,Buffet ,motorcycle ,27.98,57.0,smoke,Low,6.64,25.85
8390,D872,AGRRES09DEL01,39.0,4.7,16.89756628544272,70.17459636928464,0.04,0.04,Buffet ,motorcycle ,26.29,82.0,light rain,High,13.4,33.36666667
8391,BB62,COIMBRES20DEL02,21.0,4.9,10.994136,76.963303,11.044136,77.013303,Drinks ,scooter ,25.82,73.0,haze,Moderate,9.62,34.18333333
8392,4FB7,INDORES19DEL01,35.0,4.4,22.745536,75.893106,22.815536,75.963106,Buffet ,scooter ,22.21,60.0,haze,Moderate,16.14,33.91666667
8393,D1F8,KOLRES13DEL01,31.0,4.1,22.553227,88.353273,22.623227,88.423273,Meal ,motorcycle ,28.0,65.0,haze,High,23.22,39.96666667
8394,2118,MUMRES06DEL01,36.0,4.2,19.055831,72.833984,19.165831,72.943984,Buffet ,scooter ,27.96,57.0,smoke,Very High,25.01,53.16666667
8395,B875,CHENRES14DEL03,28.0,5.0,13.026279,80.174568,13.116279,80.264568,Snack ,motorcycle ,28.28,82.0,mist,High,26.98,50.95
8396,405C,RANCHIRES20DEL02,21.0,4.6,23.39925,85.390464,23.52925,85.520464,Drinks ,motorcycle ,20.16,61.0,scattered clouds,High,22.77,46.36666667
8397,D4B1,BHPRES19DEL02,37.0,4.7,16.89756628544272,70.17459636928464,0.02,0.02,Drinks ,motorcycle ,26.25,83.0,light rain,High,13.4,33.36666667
8398,AD4E,MUMRES17DEL03,31.0,4.7,19.121999,72.908493,19.211999,72.998493,Meal ,motorcycle ,28.05,57.0,smoke,High,18.91,40.18333333
8399,17CE,CHENRES06DEL03,22.0,4.8,13.054347,80.257221,13.084347,80.287221,Drinks ,electric_scooter ,28.33,81.0,mist,Low,7.31,29.68333333
8400,ACF0,MUMRES17DEL02,25.0,4.9,19.121999,72.908493,19.171999,72.958493,Meal ,motorcycle ,27.96,57.0,smoke,Moderate,12.11,31.2
8401,3A43,HYDRES010DEL03,37.0,5.0,17.428294,78.404423,17.518294,78.494423,Drinks ,motorcycle ,22.67,60.0,haze,Very High,22.26,57.45
8402,36D1,INDORES16DEL02,21.0,4.9,22.744648,75.894377,22.764648,75.914377,Buffet ,scooter ,22.11,60.0,haze,Low,5.67,19.75
8403,425A,PUNERES01DEL02,29.0,4.6,18.569156,73.774723,18.619156,73.824723,Drinks ,motorcycle ,22.46,50.0,clear sky,High,14.01,43.83333333
8404,7F14,MUMRES09DEL03,34.0,4.1,18.994049,72.825203,19.084049,72.915203,Meal ,scooter ,28.01,57.0,smoke,High,15.58,45.21666667
8405,3BCB,BANGRES11DEL02,21.0,4.9,12.934365,77.616155,12.984365,77.666155,Drinks ,motorcycle ,23.18,72.0,haze,Moderate,12.71,40.66666667
8406,BEBE,MUMRES14DEL01,34.0,4.8,19.1813,72.836191,19.2213,72.876191,Drinks ,motorcycle ,27.85,57.0,smoke,Moderate,8.97,44.2
8407,2D6F,MYSRES19DEL02,36.0,4.6,12.334022,76.618203,12.354022,76.638203,Drinks ,electric_scooter ,20.54,67.0,clear sky,Low,4.49,22.28333333
8408,120C,MYSRES07DEL02,37.0,4.8,12.325461,76.632278,12.375461,76.682278,Meal ,scooter ,20.81,67.0,clear sky,High,15.66,34.58333333
8409,CEC3,BHPRES02DEL03,28.0,4.9,16.89756628544272,70.17459636928464,0.09,0.09,Buffet ,motorcycle ,26.4,81.0,light rain,High,13.4,33.36666667
8410,6.00E+01,PUNERES15DEL03,24.0,5.0,18.636215,73.751081,18.666215,73.781081,Meal ,electric_scooter ,22.31,50.0,clear sky,Low,7.78,18.45
8411,358A,VADRES01DEL01,36.0,4.1,22.307898,73.167788,22.377898,73.237788,Buffet ,motorcycle ,23.99,64.0,haze,Moderate,13.66,31.36666667
8412,DFE8,LUDHRES09DEL03,25.0,4.7,30.885814,75.786976,30.975814,75.876976,Buffet ,electric_scooter ,23.71,39.0,clear sky,High,22.51,37.73333333
8413,560B,PUNERES03DEL02,29.0,5.0,18.554382,73.798206,18.634382,73.878206,Snack ,motorcycle ,22.71,48.0,clear sky,Very High,22.84,58.58333333
8414,8108,JAPRES09DEL01,30.0,4.7,26.911378,75.789034,26.921378,75.799034,Drinks ,motorcycle ,23.61,46.0,haze,Low,3.55,21.91666667
8415,8055,INDORES12DEL01,28.0,4.7,22.74806,75.8934,22.81806,75.9634,Drinks ,motorcycle ,22.21,60.0,haze,Moderate,15.55,38.13333333
8416,9924,SURRES09DEL02,21.0,4.5,21.175975,72.795503,21.225975,72.845503,Snack ,motorcycle ,24.92,73.0,mist,Moderate,9.44,29.2
8417,DD56,KNPRES15DEL02,26.0,4.6,26.482419,80.320939,26.532419,80.370939,Snack ,motorcycle ,25.62,42.0,clear sky,High,12.62,35.53333333
8418,BEAC,PUNERES03DEL03,28.0,4.9,18.554382,73.798206,18.584382,73.828206,Snack ,scooter ,22.64,50.0,clear sky,Moderate,9.31,27.33333333
8419,C785,BHPRES16DEL03,31.0,4.6,23.264015,77.408236,23.354015,77.498236,Drinks ,motorcycle ,22.17,42.0,clear sky,High,16.23,41.2
8420,4CB4,VADRES08DEL02,23.0,4.9,16.89756628544272,70.17459636928464,0.05,0.05,Meal ,motorcycle ,26.31,82.0,light rain,High,13.4,33.36666667
8421,9508,BANGRES09DEL03,31.0,4.9,12.934179,77.615797,13.024179,77.705797,Drinks ,motorcycle ,22.75,73.0,haze,High,19.64,51.56666667
8422,5F2,RANCHIRES20DEL02,29.0,4.6,-23.39925,85.390464,23.41925,85.410464,Meal ,scooter ,20.19,83.0,mist,High,13.4,37.5550325184225
8423,A98A,INDORES12DEL02,38.0,4.8,22.74806,75.8934,22.79806,75.9434,Drinks ,motorcycle ,22.15,60.0,haze,Moderate,12.56,36.11666667
8424,A84F,VADRES15DEL02,35.0,5.0,16.89756628544272,70.17459636928464,0.05,0.05,Snack ,electric_scooter ,26.31,82.0,light rain,High,13.4,33.36666667
8425,5094,HYDRES06DEL03,28.0,4.8,17.455894,78.375467,17.485894,78.405467,Snack ,electric_scooter ,22.78,60.0,haze,Moderate,9.45,27.26666667
8426,C2D3,ALHRES14DEL02,26.0,4.9,25.459775,81.834841,25.589775,81.964841,Snack ,scooter ,25.02,44.0,clear sky,High,23.59,47.71666667
8427,50A0,MUMRES04DEL01,22.0,4.9,19.254567,72.848923,19.294567,72.888923,Meal ,motorcycle ,28.01,54.0,clear sky,Moderate,7.71,27.36666667
8428,C3C8,KNPRES12DEL02,35.0,4.8,26.492106,80.327797,26.542106,80.377797,Drinks ,scooter ,25.62,42.0,clear sky,High,13.14,40.4
8429,DC14,KOCRES12DEL02,20.0,4.0,9.988483,76.295211,10.038483,76.345211,Buffet ,motorcycle ,25.2,85.0,few clouds,Moderate,11.3,30.4
8430,68C8,HYDRES06DEL01,32.0,4.7,17.455894,78.375467,17.525894,78.445467,Drinks ,motorcycle ,22.76,60.0,haze,High,15.76,47.8
8431,2AC2,COIMBRES12DEL03,31.0,3.5,11.000762,76.981876,11.090762,77.071876,Snack ,scooter ,26.0,73.0,haze,High,18.48,41.15
8432,C077,BHPRES18DEL02,37.0,5.0,-23.234631,77.401663,23.254631,77.421663,Meal ,motorcycle ,22.58,41.0,clear sky,High,13.4,37.55900281470312
8433,765A,PUNERES17DEL02,22.0,4.5,18.530963,73.828972,18.580963,73.878972,Meal ,scooter ,22.91,49.0,clear sky,Moderate,10.6,26.93333333
8434,60CC,BANGRES06DEL03,33.0,4.1,12.979096,77.640625,13.039096,77.700625,Meal ,motorcycle ,22.58,73.0,haze,High,13.6,36.9
8435,8B18,HYDRES08DEL03,28.0,4.8,17.438263,78.397865,17.468263,78.427865,Buffet ,scooter ,22.92,60.0,haze,Low,7.68,23.5
8436,AA19,RANCHIRES13DEL01,36.0,3.6,23.374989,85.335486,23.444989,85.405486,Buffet ,motorcycle ,20.19,83.0,mist,Moderate,17.05,32.03333333
8437,65C8,HYDRES04DEL02,28.0,4.6,17.411028,78.329645,17.431028,78.349645,Meal ,motorcycle ,22.59,60.0,haze,Low,4.87,17.16666667
8438,7C5D,MYSRES15DEL03,28.0,4.9,12.352058,76.60665,12.412058,76.66665,Drinks ,motorcycle ,20.75,67.0,clear sky,Moderate,13.53,32.38333333
8439,80C4,JAPRES12DEL02,38.0,4.6,26.902908,75.792934,26.922908,75.812934,Meal ,scooter ,23.62,46.0,haze,Low,3.77,13.5
8440,C72B,BHPRES14DEL01,34.0,5.0,16.89756628544272,70.17459636928464,0.04,0.04,Snack ,electric_scooter ,26.29,82.0,light rain,High,13.4,33.36666667
8441,3777,INDORES16DEL01,38.0,4.5,22.744648,75.894377,22.754648,75.904377,Meal ,motorcycle ,22.06,60.0,haze,Low,3.02,12.63333333
8442,2C29,INDORES16DEL03,28.0,4.5,22.744648,75.894377,22.804648,75.954377,Drinks ,motorcycle ,22.16,60.0,haze,Moderate,13.86,37.25
8443,D541,BHPRES01DEL01,36.0,4.8,23.211529,77.419399,23.281529,77.489399,Snack ,scooter ,22.13,42.0,clear sky,High,15.32,39.91666667
8444,5D7C,COIMBRES04DEL03,20.0,4.5,11.024839,77.007003,11.054839,77.037003,Snack ,scooter ,25.92,73.0,haze,Low,5.97,18.55
8445,DFA5,ALHRES08DEL03,23.0,4.6,25.450329,81.834279,25.590329,81.974279,Buffet ,scooter ,25.02,44.0,clear sky,Very High,26.54,49.56666667
8446,581E,INDORES03DEL01,32.0,4.4,22.751857,75.866699,22.861857,75.976699,Snack ,motorcycle ,22.29,43.0,clear sky,High,19.17,44.5
8447,9DDC,INDORES08DEL02,34.0,4.0,22.725748,75.898497,22.855747,76.028497,Drinks ,scooter ,22.3,44.0,clear sky,Very High,30.35,63.3
8448,A33F,JAPRES11DEL03,27.0,5.0,26.90294,75.793007,26.93294,75.823007,Buffet ,scooter ,23.7,46.0,haze,Low,6.5,20.71666667
8449,A002,JAPRES19DEL03,30.0,4.7,26.913726,75.75282,27.003726,75.842821,Meal ,motorcycle ,23.56,27.0,clear sky,Very High,20.2,48.98333333
8450,279B,MUMRES01DEL03,23.0,4.6,19.12663,72.829976,19.21663,72.919976,Drinks ,scooter ,25.09,57.0,smoke,Very High,21.64,69.25
8451,63D7,SURRES20DEL03,32.0,4.3,21.15276,72.778059,21.24276,72.868059,Meal ,scooter ,24.94,73.0,mist,High,20.48,43.95
8452,CCCB,BHPRES03DEL02,32.0,4.3,23.214294,77.435361,23.264294,77.485361,Meal ,motorcycle ,22.13,43.0,clear sky,High,12.11,31.83333333
8453,4597,COIMBRES20DEL03,25.0,4.9,10.994136,76.963303,11.024136,76.993303,Meal ,scooter ,25.94,73.0,haze,Low,5.75,16.46666667
8454,9.00E+17,CHENRES17DEL01,29.0,4.7,13.045479,80.23311,13.155479,80.34311,Meal ,scooter ,28.35,82.0,overcast clouds,Very High,27.0,63.86666667
8455,AF72,MYSRES15DEL02,25.0,4.9,12.352058,76.60665,12.432058,76.68665,Buffet ,motorcycle ,20.64,67.0,clear sky,High,19.47,35.3
8456,D72E,LUDHRES19DEL01,31.0,5.0,30.902872,75.826808,30.912872,75.836808,Buffet ,motorcycle ,24.01,38.0,clear sky,Very Low,2.08,10.26666667
8457,13AD,INDORES18DEL01,29.0,4.6,22.753839,75.897429,22.763838,75.907429,Drinks ,scooter ,22.11,60.0,haze,Very Low,2.31,18.35
8458,E235,ALHRES19DEL03,28.0,4.6,25.457116,81.859682,25.597116,81.999682,Snack ,motorcycle ,24.9,44.0,clear sky,Very High,27.39,56.3
8459,3AFB,MUMRES11DEL03,35.0,4.9,18.994237,72.825553,19.024237,72.855553,Snack ,electric_scooter ,27.98,57.0,smoke,Moderate,8.23,30.23333333
8460,2A17,VADRES05DEL01,28.0,4.5,22.310526,73.170937,22.320526,73.180937,Snack ,motorcycle ,24.0,64.0,haze,Very Low,2.39,13.61666667
